"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1423","Cenpk","CB Granule Glut",0.222381849985534,4.77266973542839,1.45151381667649,0.21221269844643,0.902802641625199,0.960855084579487,-5.51190246764152,"Fentanyl-Saline"
"CB Granule Glut.1424","Nnt","CB Granule Glut",-0.360757842771878,3.00903521909133,-1.41651523503575,0.221604829377288,0.905543075261061,0.960855084579487,-5.55279963679443,"Fentanyl-Saline"
"CB Granule Glut.1425","Selenot","CB Granule Glut",0.0107302226019792,6.42766432305888,0.0455823146793948,0.965584385038248,0.997217279785901,0.998538159086709,-6.54060044237721,"Fentanyl-Saline"
"CB Granule Glut.1426","Ubap2l","CB Granule Glut",0.111511654046997,6.92444227621425,0.79172857909412,0.467948871343901,0.977479271925717,0.988691017535907,-6.19125563211033,"Fentanyl-Saline"
"CB Granule Glut.1427","Zfp639","CB Granule Glut",0.19270986277408,4.2958786103807,1.46791000905903,0.207947326839793,0.902802641625199,0.960855084579487,-5.49262334937153,"Fentanyl-Saline"
"CB Granule Glut.1428","Edil3","CB Granule Glut",-0.570104158192173,4.52971281873713,-2.78666068779506,0.0430712187471576,0.781771563228669,0.930370242850555,-3.8762135997476,"Fentanyl-Saline"
"CB Granule Glut.1429","Zc2hc1a","CB Granule Glut",-0.17472283906444,5.81228553898551,-1.41194662595659,0.222860251444714,0.906783645248495,0.960855084579487,-5.55811151011715,"Fentanyl-Saline"
"CB Granule Glut.1430","C2h4orf3","CB Granule Glut",-0.0072961874026447,4.60637346553602,-0.0203976430601654,0.984594140352665,0.997217279785901,0.998538159086709,-6.54159385795076,"Fentanyl-Saline"
"CB Granule Glut.1431","Map3k1","CB Granule Glut",0.261687401500659,6.10863348448549,1.62936661896574,0.170226083237454,0.878139355623657,0.950978382267635,-5.29932308093737,"Fentanyl-Saline"
"CB Granule Glut.1432","Gclm","CB Granule Glut",0.155892886111998,4.4290640063829,0.693197339642513,0.522120723534692,0.978914324718015,0.988691017535907,-6.26902786388244,"Fentanyl-Saline"
"CB Granule Glut.1433","Pfn2","CB Granule Glut",-0.373815797457151,4.27292126685453,-1.1719931736582,0.299158982936195,0.924385876635812,0.970418334308103,-5.82657899049714,"Fentanyl-Saline"
"CB Granule Glut.1434","Atp1a1","CB Granule Glut",-0.221832325734619,9.67354823801408,-1.70548798130743,0.154910482231065,0.872122096106132,0.945740971320957,-5.20644670135509,"Fentanyl-Saline"
"CB Granule Glut.1435","Rbis","CB Granule Glut",-0.072357314262768,5.42203501215758,-0.429527257667573,0.687204812569255,0.989398423668574,0.993965260355923,-6.43374790281852,"Fentanyl-Saline"
"CB Granule Glut.1436","E2f5","CB Granule Glut",-0.0891210587056417,4.61624433655292,-0.504797734250626,0.637295407861619,0.980991149882768,0.988691017535907,-6.39367692088309,"Fentanyl-Saline"
"CB Granule Glut.1437","Mrpl47","CB Granule Glut",-0.0381481783312267,4.01385127887334,-0.138449203039018,0.895829667741177,0.997217279785901,0.997637689587809,-6.53040468075052,"Fentanyl-Saline"
"CB Granule Glut.1438","Ghr","CB Granule Glut",0.207356062073127,1.35789706781258,0.218775191628827,0.836340662601096,0.997217279785901,0.99698489167618,-6.51337390011296,"Fentanyl-Saline"
"CB Granule Glut.1439","Nfkb1","CB Granule Glut",0.152939710500311,6.8738314413195,1.10372155201955,0.324895574661149,0.932157247912533,0.973117804004989,-5.89839827212414,"Fentanyl-Saline"
"CB Granule Glut.1440","Fabp5","CB Granule Glut",0.177594517586423,3.2368087551201,0.325972029984517,0.758966359538238,0.990374540469191,0.995149904295943,-6.47904918754786,"Fentanyl-Saline"
"CB Granule Glut.1441","Lrrcc1","CB Granule Glut",0.176219711985273,5.724997321412,0.90328229122394,0.411858307406045,0.966705124641443,0.984802485161513,-6.09402787417807,"Fentanyl-Saline"
"CB Granule Glut.1442","Prune1","CB Granule Glut",-0.179189399720412,4.29938577508329,-0.732031271963155,0.50025581800959,0.978069826336838,0.988691017535907,-6.23933792547922,"Fentanyl-Saline"
"CB Granule Glut.1443","Tpd52","CB Granule Glut",-0.0991359647357832,6.45051569803656,-0.776781711094332,0.475888481307814,0.977479271925717,0.988691017535907,-6.20356438662581,"Fentanyl-Saline"
"CB Granule Glut.1444","Ndufb5","CB Granule Glut",-0.0666583919874899,6.48342731014842,-0.246542805800157,0.816045127809022,0.997217279785901,0.99698489167618,-6.5057406925417,"Fentanyl-Saline"
